# dataset=strongs/glosses; lang=eng; source=strongs_gloss(lexicon)+llm_strongs_glosses(llm); license=see resources/strongs/README.md; date=2026-06-20
strong	lemma	gloss	methods	sources
H0076	אֲבַעְבֻּעָה	boil	lexicon	stepbible
H0077	אֶבֶץ	Ebez	lexicon	stepbible
H0078	אִבְצָן	Ibzan	lexicon	stepbible
H0079	אָבַק	wrestle	lexicon	stepbible
H0080	אָבָק	dust	lexicon	stepbible
H0081	אֲבָקָה	aromatic powder	lexicon	stepbible
H0082	אָבַר	fly	lexicon	stepbible
H0083	אֵבֶר	wing	lexicon	stepbible
H0084	אֶבְרָה	pinion	lexicon	stepbible
H0085	אַבְרָהָם	Abraham	lexicon	stepbible
H0086	אַבְרֵךְ	bow	lexicon	stepbible
H0087	אַבְרָם	Abram	lexicon	stepbible
H0088	אֹבֹת	Oboth	lexicon	stepbible
H0089	אָגֵא	Agee	lexicon	stepbible
H0090	אֲגַג	Agag	lexicon	stepbible
H0091	אֲגָגִי	Agagite	lexicon	stepbible
H0092	אֲגֻדָּה	band	lexicon	stepbible
H0093	אֱגוֹז	nut	lexicon	stepbible
H0094	אָגוּר	Agur	lexicon	stepbible
H0095	אֲגוֹרָה	piece	lexicon	stepbible
H0096	אֶגֶל	drop	lexicon	stepbible
H0097	אֶגְלַיִם	Eglaim	lexicon	stepbible
H0098	אֲגַם	pool	lexicon	stepbible
H0099	אָגֵם	grieved	lexicon	stepbible
H0100	אַגְמוֹן	bulrush	lexicon	stepbible
H0101	אַגָּן	vessel	lexicon	stepbible
H0102	אַגָּף	band	lexicon	stepbible
H0103	אָגַר	gather	lexicon	stepbible
H0104	אִגְּרָא	letter	lexicon	stepbible
H0105	אֲגַרְטָל	basin	lexicon	stepbible
H0106	אֶגְרֹף	fist	lexicon	stepbible
H0107	אִגֶּרֶת	letter	lexicon	stepbible
H0108	אֵד	mist	lexicon	stepbible
H0109	אָדַב	grieve	lexicon	stepbible
H0110	אַדְבְּאֵל	Adbeel	lexicon	stepbible
H0111	אֲדַד	Hadad	lexicon	stepbible
H0112	אִדּוֹ	Iddo	lexicon	stepbible
H0113	אָדוֹן	lord	lexicon	stepbible
H0114	אַדּוֹן	Addon	lexicon	stepbible
H0115	אֲדוֹרַיִם	Adoraim	lexicon	stepbible
H0116	אֱדַיִן	then	lexicon	stepbible
H0117	אַדִּיר	great	lexicon	stepbible
H0118	אֲדַלְיָא	Adalia	lexicon	stepbible
H0119	אָדַם	redden	lexicon	stepbible
H0120	אָדָם	man	lexicon	stepbible
H0121	אָדָם	Adam	lexicon	stepbible
H0122	אָדֹם	red	lexicon	stepbible
H0123	אֱדֹם	Edom	lexicon	stepbible
H0124	אֹדֶם	sardius	lexicon	stepbible
H0125	אֲדַמְדָּם	reddish	lexicon	stepbible
H0126	אַדְמָה	Admah	lexicon	stepbible
H0127	אֲדָמָה	land	lexicon	stepbible
H0128	אֲדָמָה	Adamah	lexicon	stepbible
H0129	אֲדָמִי	Adami	lexicon	stepbible
H0130	אֱדֹמִי	Edomite	lexicon	stepbible
H0131	אֲדֻמִּים	Adummim	lexicon	stepbible
H0132	אַדְמֹנִי	red	lexicon	stepbible
H0133	אַדְמָתָא	Admatha	lexicon	stepbible
H0134	אֶדֶן	socket	lexicon	stepbible
H0135	אַדָּן	Addan	lexicon	stepbible
H0136	אֲדֹנָי	Lord	lexicon	stepbible
H0137	אֲדֹנִי־בֶזֶק	Adoni-bezek	lexicon	stepbible
H0138	אֲדֹנִיָּה	Adonijah	lexicon	stepbible
H0139	אֲדֹנִי־צֶדֶק	Adoni-zedek	lexicon	stepbible
H0140	אֲדֹנִיקָם	Adonikam	lexicon	stepbible
H0141	אֲדֹנִירָם	Adoniram	lexicon	stepbible
H0142	אָדַר	be glorious	lexicon	stepbible
H0143	אֲדָר	Adar	lexicon	stepbible
H0144	אֲדָר	Adar	lexicon	stepbible
H0145	אֶדֶר	robe	lexicon	stepbible
H0146	אַדָּר	Addar	lexicon	stepbible
H0147	אִדַּר	threshing floor	lexicon	stepbible
H0148	אֲדַרְגָּזֵר	judge	lexicon	stepbible
H0149	אַדְרַזְדָּא	diligently	lexicon	stepbible
H0150	אֲדַרְכֹּן	dram	lexicon	stepbible
H0151	אֲדֹרָם	Adoram	lexicon	stepbible
H0152	אֲדְרַמֶּלֶךְ	Adrammelech	lexicon	stepbible
H0153	אֶדְרָע	force	lexicon	stepbible
H0154	אֶדְרֶעִי	Edrei	lexicon	stepbible
H0155	אַדֶּרֶת	clothing	lexicon	stepbible
H0156	אָדַשׁ	thresh	lexicon	stepbible
H0157	אָהַב	love	lexicon	stepbible
H0158	אַהַב	lover	lexicon	stepbible
H0159	אֹהַב	beloved	lexicon	stepbible
H0160	אַהֲבָה	love	lexicon	stepbible
H0161	אֹהַד	Ohad	lexicon	stepbible
H0162	אֲהָהּ	alas!	lexicon	stepbible
H0163	אַהֲוָא	Ahava	lexicon	stepbible
H0164	אֵהוּד	Ehud	lexicon	stepbible
H0165	אֱהִי	where?	lexicon	stepbible
H0166	אָהַל	shine	lexicon	stepbible
H0167	אָהַל	pitch	lexicon	stepbible
H0168	אֹהֶל	tent	lexicon	stepbible
H0169	אֹהֶל	Ohel	lexicon	stepbible
H0170	אׇהֳלָה	Oholah	lexicon	stepbible
H0171	אׇהֳלִיאָב	Oholiab	lexicon	stepbible
H0172	אׇהֳלִיבָה	Oholibah	lexicon	stepbible
H0173	אׇהֳלִיבָמָה	Oholibamah	lexicon	stepbible
H0174	אֲהָלִים	aloe	lexicon	stepbible
H0175	אַהֲרוֹן	Aaron	lexicon	stepbible
H0176	אוֹ	or	lexicon	stepbible
H0177	אוּאֵל	Uel	lexicon	stepbible
H0178	אוֹב	medium	lexicon	stepbible
H0179	אוֹבִיל	Obil	lexicon	stepbible
H0180	אוּבָל	river	lexicon	stepbible
H0181	אוּד	firebrand	lexicon	stepbible
H0182	אוֹדוֹת	because	lexicon	stepbible
H0183	אָוָה	desire	lexicon	stepbible
H0184	אָוָה	mark	lexicon	stepbible
H0185	אַוָּה	desire	lexicon	stepbible
H0186	אוּזַי	Uzai	lexicon	stepbible
H0187	אוּזָל	Uzal	lexicon	stepbible
H0188	אוֹי	woe!	lexicon	stepbible
H0189	אֱוִי	Evi	lexicon	stepbible
H0190	אוֹיָה	woe!	lexicon	stepbible
H0191	אֱוִיל	fool(ish)	lexicon	stepbible
H0192	אֱוִיל מְרֹדַךְ	Evil-merodach	lexicon	stepbible
H0193	אוּל	strength	lexicon	stepbible
H0194	אוּלַי	perhaps	lexicon	stepbible
H0195	אוּלַי	Ulai	lexicon	stepbible
H0196	אֱוִלִי	foolish	lexicon	stepbible
H0197	אוּלָם	Hall (of pillars)	lexicon	stepbible
H0198	אוּלָם	Ulam	lexicon	stepbible
H0199	אוּלָם	but	lexicon	stepbible
H0200	אִוֶּלֶת	folly	lexicon	stepbible
H0201	אוֹמָר	Omar	lexicon	stepbible
H0202	אוֹן	strength	lexicon	stepbible
H0203	אוֹן	On	lexicon	stepbible
H0204	אוֹן	On	lexicon	stepbible
H0205	אָוֶן	evil	lexicon	stepbible
H0206	אָוֶן	Aven	lexicon	stepbible
H0207	אוֹנוֹ	Ono	lexicon	stepbible
H0208	אוֹנָם	Onam	lexicon	stepbible
H0209	אוֹנָן	Onan	lexicon	stepbible
H0210	אוּפָז	Uphaz	lexicon	stepbible
H0211	אוֹפִיר	Ophir	lexicon	stepbible
H0212	אוֹפָן	wheel	lexicon	stepbible
H0213	אוּץ	hasten	lexicon	stepbible
H0214	אוֹצָר	treasure	lexicon	stepbible
H0215	אוֹר	light	lexicon	stepbible
H0216	אוֹר	light	lexicon	stepbible
H0217	אוּר	flame	lexicon	stepbible
H0218	אוּר	Ur	lexicon	stepbible
H0219	אוֹרָה	light	lexicon	stepbible
H0220	אֲוֵרָה	stall	lexicon	stepbible
H0221	אוּרִי	Uri	lexicon	stepbible
H0222	אוּרִיאֵל	Uriel	lexicon	stepbible
H0223	אוּרִיָּה	Uriah	lexicon	stepbible
H0224	אוּרִים	Urim	lexicon	stepbible
H0225	אוּת	consent	lexicon	stepbible
H0226	אוֹת	sign	lexicon	stepbible
H0227	אָז	then	lexicon	stepbible
H0228	אֲזָא	heat	lexicon	stepbible
H0229	אֶזְבַּי	Ezbai	lexicon	stepbible
H0230	אֲזָד	gone	lexicon	stepbible
H0231	אֵזוֹב	hyssop	lexicon	stepbible
H0232	אֵזוֹר	girdle	lexicon	stepbible
H0233	אֲזַי	in that case	lexicon	stepbible
H0234	אַזְכָּרָה	memorial	lexicon	stepbible
H0235	אָזַל	be gone	lexicon	stepbible
H0236	אֲזַל	go	lexicon	stepbible
H0237	אֶזֶל	Ezel	lexicon	stepbible
H0238	אָזַן	listen	lexicon	stepbible
H0239	אָזַן	ponder	lexicon	stepbible
H0240	אָזֵן	weapon	lexicon	stepbible
H0241	אֹזֶן	ear	lexicon	stepbible
H0242	אֻזֵּן שֶׁאֱרָה	Uzzen-sheerah	lexicon	stepbible
H0243	אַזְנוֹת תָּבוֹר	Aznoth-tabor	lexicon	stepbible
H0244	אׇזְנִי	Ozni	lexicon	stepbible
H0245	אֲזַנְיָה	Azaniah	lexicon	stepbible
H0246	אֲזִקִּים	chains	lexicon	stepbible
H0247	אָזַר	gird	lexicon	stepbible
H0248	אֶזְרוֹעַ	arm	lexicon	stepbible
H0249	אֶזְרָח	born	lexicon	stepbible
H0250	אֶזְרָחִי	Ezrahite	lexicon	stepbible
H0251	אָח	brother	lexicon	stepbible
H0252	אַח	brother	lexicon	stepbible
H0253	אָח	ah!	lexicon	stepbible
H0254	אָח	hearth	lexicon	stepbible
H0255	אֹחַ	howling animal	lexicon	stepbible
H0256	אַחְאָב	Ahab	lexicon	stepbible
H0257	אַחְבָן	Ahban	lexicon	stepbible
H0258	אָחַד	go either way	lexicon	stepbible
H0259	אֶחָד	one	lexicon	stepbible
H0260	אָחוּ	meadow	lexicon	stepbible
H0261	אֵחוּד	Ehud	lexicon	stepbible
H0262	אַחְוָה	declaration	lexicon	stepbible
H0263	אַחֲוָה	explanation	lexicon	stepbible
H0264	אַחֲוָה	brotherhood	lexicon	stepbible
H0265	אֲחוֹחַ	Ahoah	lexicon	stepbible
H0266	אֲחוֹחִי	Ahohite	lexicon	stepbible
H0267	אֲחוּמַי	Ahumai	lexicon	stepbible
H0268	אָחוֹר	back	lexicon	stepbible
H0269	אָחוֹת	sister	lexicon	stepbible
H0270	אָחַז	grasp	lexicon	stepbible
H0271	אָחָז	Ahaz	lexicon	stepbible
H0272	אֲחֻזָּה	possession	lexicon	stepbible
H0273	אַחְזַי	Ahzai	lexicon	stepbible
H0274	אֲחַזְיָה	Ahaziah	lexicon	stepbible
H0275	אֲחֻזָּם	Ahuzzam	lexicon	stepbible
H0276	אֲחֻזַּת	Ahuzzath	lexicon	stepbible
H0277	אֲחִי	Ahi	lexicon	stepbible
H0278	אֵחִי	Ehi	lexicon	stepbible
H0279	אֲחִיאָם	Ahiam	lexicon	stepbible
H0280	אֲחִידָה	riddle	lexicon	stepbible
H0281	אֲחִיָּה	Ahijah	lexicon	stepbible
H0282	אֲחִיהוּד	Ahihud	lexicon	stepbible
H0283	אַחְיוֹ	Ahio	lexicon	stepbible
H0284	אֲחִיחֻד	Ahihud	lexicon	stepbible
H0285	אֲחִיטוּב	Ahitub	lexicon	stepbible
H0286	אֲחִילוּד	Ahilud	lexicon	stepbible
H0287	אֲחִימוֹת	Ahimoth	lexicon	stepbible
H0288	אֲחִימֶלֶךְ	Ahimelech	lexicon	stepbible
H0289	אֲחִימַן	Ahiman	lexicon	stepbible
H0290	אֲחִימַעַץ	Ahimaaz	lexicon	stepbible
H0291	אַחְיָן	Ahian	lexicon	stepbible
H0292	אֲחִינָדָב	Ahinadab	lexicon	stepbible
H0293	אֲחִינֹעַם	Ahinoam	lexicon	stepbible
H0294	אֲחִיסָמָךְ	Ahisamach	lexicon	stepbible
H0295	אֲחִיעֶזֶר	Ahiezer	lexicon	stepbible
H0296	אֲחִיקָם	Ahikam	lexicon	stepbible
H0297	אֲחִירָם	Ahiram	lexicon	stepbible
H0298	אֲחִירָמִי	Ahiramite	lexicon	stepbible
H0299	אֲחִירַע	Ahira	lexicon	stepbible
H0300	אֲחִישַׁחַר	Ahishahar	lexicon	stepbible
H0301	אֲחִישָׁר	Ahishar	lexicon	stepbible
H0302	אֲחִיתֹפֶל	Ahithophel	lexicon	stepbible
H0303	אַחְלָב	Ahlab	lexicon	stepbible
H0304	אַחְלַי	Ahlai	lexicon	stepbible
H0305	אַחֲלַי	O that!	lexicon	stepbible
H0306	אַחְלָמָה	amethyst	lexicon	stepbible
H0307	אַחְמְתָא	Ecbatana	lexicon	stepbible
H0308	אֲחַסְבַּי	Ahasbai	lexicon	stepbible
H0309	אָחַר	delay	lexicon	stepbible
H0310	אַחַר	after	lexicon	stepbible
H0311	אַחַר	after	lexicon	stepbible
H0312	אַחֵר	another	lexicon	stepbible
H0313	אַחֵר	Aher	lexicon	stepbible
H0314	אַחֲרוֹן	last	lexicon	stepbible
H0315	אַחְרַח	Aharah	lexicon	stepbible
H0316	אֲחַרְחֵל	Aharhel	lexicon	stepbible
H0317	אׇחֳרִי	another	lexicon	stepbible
H0318	אׇחֳרֵין	finally	lexicon	stepbible
H0319	אַחֲרִית	end	lexicon	stepbible
H0320	אַחֲרִית	latter	lexicon	stepbible
H0321	אׇחֳרָן	another	lexicon	stepbible
H0322	אֲחֹרַנִּית	backwards	lexicon	stepbible
H0323	אֲחַשְׁדַּרְפַּן	satrap	lexicon	stepbible
H0324	אֲחַשְׁדַּרְפַּן	satrap	lexicon	stepbible
H0325	אֲחַשְׁוֵרוֹשׁ	Ahasuerus	lexicon	stepbible
H0326	אֲחַשְׁתָּרִי	Haahashtari	lexicon	stepbible
H0327	אֲחַשְׁתָּרָן	steed	lexicon	stepbible
H0328	אַט	mutterer	lexicon	stepbible
H0329	אָטָד	Atad	lexicon	stepbible
H0330	אֵטוּן	fine linen	lexicon	stepbible
H0331	אָטַם	shutter	lexicon	stepbible
H0332	אָטַר	shut	lexicon	stepbible
H0333	אָטֵר	Ater	lexicon	stepbible
H0334	אִטֵּר	lefthanded	lexicon	stepbible
H0335	אַי	where?	lexicon	stepbible
H0336	אִי	not	lexicon	stepbible
H0337	אִי	woe!	lexicon	stepbible
H0338	אִי	wild beast	lexicon	stepbible
H0339	אִי	coastland	lexicon	stepbible
H0340	אָיַב	be hostile	lexicon	stepbible
H0341	אֹיֵב	enemy	lexicon	stepbible
H0342	אֵיבָה	enmity	lexicon	stepbible
H0343	אֵיד	calamity	lexicon	stepbible
H0344	אַיָּה	falcon	lexicon	stepbible
H0345	אַיָּה	Aiah	lexicon	stepbible
H0346	אַיֵּה	where?	lexicon	stepbible
H0347	אִיּוֹב	Job	lexicon	stepbible
H0348	אִיזֶבֶל	Jezebel	lexicon	stepbible
H0349	אֵיךְ	how?	lexicon	stepbible
H0350	אִי־כָבוֹד	Ichabod	lexicon	stepbible
H0351	אֵיכֹה	where?	lexicon	stepbible
H0352	אַיִל	ram	lexicon	stepbible
H0353	אֱיָל	strength	lexicon	stepbible
H0354	אַיָּל	deer	lexicon	stepbible
H0355	אַיָּלָה	doe	lexicon	stepbible
H0356	אֵילוֹן	Elon	lexicon	stepbible
H0357	אַיָּלוֹן	Aijalon	lexicon	stepbible
H0358	אֵילוֹן בֵּית חָנָן	Elonbeth-hanan	lexicon	stepbible
H0359	אֵילוֹת	Elath	lexicon	stepbible
H0360	אֱיָלוּת	strength	lexicon	stepbible
H0361	אֵילָם	arches	lexicon	stepbible
H0362	אֵילִם	Elim	lexicon	stepbible
H0363	אִילָן	tree	lexicon	stepbible
H0364	אֵיל פָּארָן	El-paran	lexicon	stepbible
H0365	אַיֶּלֶת	doe	lexicon	stepbible
H0366	אָיֹם	terrible	lexicon	stepbible
H0367	אֵימָה	terror	lexicon	stepbible
H0368	אֵימִים	Emim	lexicon	stepbible
H0369	אַיִן	nothing	lexicon	stepbible
H0370	אַיִן	where?	lexicon	stepbible
H0371	אִין	isn't?	lexicon	stepbible
H0372	אִיעֶזֵר	Iezer	lexicon	stepbible
H0373	אִיעֶזְרִי	Iezerite	lexicon	stepbible
H0374	אֵיפָה	ephah	lexicon	stepbible
H0375	אֵיפֹה	where?	lexicon	stepbible
H0376	אִישׁ	man	lexicon	stepbible
H0377	אִישׁ	be manly	lexicon	stepbible
H0378	אִישׁ־בֹּשֶׁת	Ish-bosheth	lexicon	stepbible
H0379	אִישְׁהוֹד	Ishhod	lexicon	stepbible
H0380	אִישׁוֹן	pupil	lexicon	stepbible
H0381		hero	lexicon	stepbible
H0382		Ish-tob	lexicon	stepbible
H0383	אִיתַי	there is	lexicon	stepbible
H0384	אִיתִיאֵל	Ithiel	lexicon	stepbible
H0385	אִיתָמָר	Ithamar	lexicon	stepbible
H0386	אֵיתָן	strong	lexicon	stepbible
H0387	אֵיתָן	Ethan	lexicon	stepbible
H0388	אֵיתָנִים	Ethanim	lexicon	stepbible
H0389	אַךְ	surely	lexicon	stepbible
H0390	אַכַּד	Accad	lexicon	stepbible
H0391	אַכְזָב	deceptive	lexicon	stepbible
H0392	אַכְזִיב	Achzib	lexicon	stepbible
H0393	אַכְזָר	cruel	lexicon	stepbible
H0394	אַכְזָרִי	cruel	lexicon	stepbible
H0395	אַכְזְרִיּוּת	cruel	lexicon	stepbible
H0396	אֲכִילָה	food	lexicon	stepbible
H0397	אֲכִישׁ	Achish	lexicon	stepbible
H0398	אָכַל	eat	lexicon	stepbible
H0399	אֲכַל	devour	lexicon	stepbible
H0400	אֹכֶל	food	lexicon	stepbible
H0401	אֻכָל	`worn out`	lexicon	stepbible
H0402	אׇכְלָה	food	lexicon	stepbible
H0403	אָכֵן	surely	lexicon	stepbible
H0404	אָכַף	crave	lexicon	stepbible
H0405	אֶכֶף	burden	lexicon	stepbible
H0406	אִכָּר	farmer	lexicon	stepbible
H0407	אַכְשָׁף	Achshaph	lexicon	stepbible
H0408	אַל	not	lexicon	stepbible
H0409	אַל	not	lexicon	stepbible
H0410	אֵל	God	lexicon	stepbible
H0411	אֵל	these	lexicon	stepbible
H0412	אֵל	these	lexicon	stepbible
H0413	אֵל	to(wards)	lexicon	stepbible
H0414	אֵלָא	Ela	lexicon	stepbible
H0415		El-Elohe-Israel	lexicon	stepbible
H0416		El-bethel	lexicon	stepbible
H0417	אֶלְגָּבִישׁ	hail	lexicon	stepbible
H0418	אַלְגּוּמִּים	algum	lexicon	stepbible
H0419	אֶלְדָּד	Eldad	lexicon	stepbible
H0420	אֶלְדָּעָה	Eldaah	lexicon	stepbible
H0421	אָלָה	wail	lexicon	stepbible
H0422	אָלָה	swear	lexicon	stepbible
H0423	אָלָה	oath	lexicon	stepbible
H0424	אֵלָה	oak	lexicon	stepbible
H0425	אֵלָה	Elah	lexicon	stepbible
H0426	אֱלָהּ	god	lexicon	stepbible
H0427	אַלָּה	oak	lexicon	stepbible
H0428	אֵלֶּה	these	lexicon	stepbible
H0429	אֵלֶּה	these	lexicon	stepbible
H0430	אֱלֹהִים	God	lexicon	stepbible
H0431	אֲלוּ	behold	lexicon	stepbible
H0432	אִלּוּ	except	lexicon	stepbible
H0433	אֱלוֹהַּ	god	lexicon	stepbible
H0434	אֱלוּל	worthless	lexicon	stepbible
H0435	אֱלוּל	Elul	lexicon	stepbible
H0436	אֵלוֹן	Oak	lexicon	stepbible
H0437	אַלּוֹן	oak	lexicon	stepbible
H0438	אַלּוֹן	oak	lexicon	stepbible
H0439	אַלּוֹן בָּכוּת	Allon-bacuth	lexicon	stepbible
H0440	אֵלוֹנִי	Elonite	lexicon	stepbible
H0441	אַלּוּף	tame	lexicon	stepbible
H0442	אָלוּשׁ	Alush	lexicon	stepbible
H0443	אֶלְזָבָד	Elzabad	lexicon	stepbible
H0444	אָלַח	corrupt	lexicon	stepbible
H0445	אֶלְחָנָן	Elhanan	lexicon	stepbible
H0446	אֱלִיאָב	Eliab	lexicon	stepbible
H0447	אֱלִיאֵל	Eliel	lexicon	stepbible
H0448	אֱלִיאָתָה	Eliathah	lexicon	stepbible
H0449	אֱלִידָד	Elidad	lexicon	stepbible
H0450	אֶלְיָדָע	Eliada	lexicon	stepbible
H0451	אַלְיָה	fat tail	lexicon	stepbible
H0452	אֵלִיָּה	Elijah	lexicon	stepbible
H0453	אֱלִיהוּ	Elihu	lexicon	stepbible
H0454	אֶלְיְהוֹעֵינַי	Eliehoenai	lexicon	stepbible
H0455	אֶלְיַחְבָּא	Eliahba	lexicon	stepbible
H0456	אֱלִיחֹרֶף	Elihoreph	lexicon	stepbible
H0457	אֱלִיל	idol	lexicon	stepbible
H0458	אֱלִימֶלֶךְ	Elimelech	lexicon	stepbible
H0459	אִלֵּין	these	lexicon	stepbible
H0460	אֶלְיָסָף	Eliasaph	lexicon	stepbible
H0461	אֱלִיעֶזֶר	Eliezer	lexicon	stepbible
H0462	אֱלִיעֵינַי	Elienai	lexicon	stepbible
H0463	אֱלִיעָם	Eliam	lexicon	stepbible
H0464	אֱלִיפַז	Eliphaz	lexicon	stepbible
H0465	אֱלִיפָל	Eliphal	lexicon	stepbible
H0466	אֱלִיפְלֵהוּ	Eliphelehu	lexicon	stepbible
H0467	אֱלִיפֶלֶט	Eliphelet	lexicon	stepbible
H0468	אֱלִיצוּר	Elizur	lexicon	stepbible
H0469	אֱלִיצָפָן	Elizaphan	lexicon	stepbible
H0470	אֱלִיקָא	Elika	lexicon	stepbible
H0471	אֶלְיָקִים	Eliakim	lexicon	stepbible
H0472	אֱלִישֶׁבַע	Elisheba	lexicon	stepbible
H0473	אֱלִישָׁה	Elishah	lexicon	stepbible
H0474	אֱלִישׁוּעַ	Elishua	lexicon	stepbible
H0475	אֶלְיָשִׁיב	Eliashib	lexicon	stepbible
H0476	אֱלִישָׁמָע	Elishama	lexicon	stepbible
H0477	אֱלִישָׁע	Elisha	lexicon	stepbible
H0478	אֱלִישָׁפָט	Elishaphat	lexicon	stepbible
H0479	אִלֵּךְ	these	lexicon	stepbible
H0480	אַלְלַי	woe!	lexicon	stepbible
H0481	אָלַם	be dumb	lexicon	stepbible
H0482	אֵלֶם	silence	lexicon	stepbible
H0483	אִלֵּם	mute	lexicon	stepbible
H0484	אַלְמֻגִּים	almug	lexicon	stepbible
H0485	אֲלֻמָּה	sheaf	lexicon	stepbible
H0486	אַלְמוֹדָד	Almodad	lexicon	stepbible
H0487	אַלַּמֶּלֶךְ	Allammelech	lexicon	stepbible
H0488	אַלְמָן	forsaken	lexicon	stepbible
H0489	אַלְמֹן	widower	lexicon	stepbible
H0490	אַלְמָנָה	widow	lexicon	stepbible
H0491	אַלְמָנוּת	widowhood	lexicon	stepbible
H0492	אַלְמֹנִי	someone	lexicon	stepbible
H0493	אֶלְנַעַם	Elnaam	lexicon	stepbible
H0494	אֶלְנָתָן	Elnathan	lexicon	stepbible
H0495	אֶלָּסָר	Ellasar	lexicon	stepbible
H0496	אֶלְעָד	Elead	lexicon	stepbible
H0497	אֶלְעָדָה	Eleadah	lexicon	stepbible
H0498	אֶלְעוּזַי	Eluzai	lexicon	stepbible
H0499	אֶלְעָזָר	Eleazar	lexicon	stepbible
H0500	אֶלְעָלֵא	Elealeh	lexicon	stepbible
H0501	אֶלְעָשָׂה	Eleasah	lexicon	stepbible
H0502	אָלַף	teach	lexicon	stepbible
H0503	אָלַף	produce thousands	lexicon	stepbible
H0504	אֶלֶף	cattle	lexicon	stepbible
H0505	אֶלֶף	thousand	lexicon	stepbible
H0506	אֲלַף	thousand	lexicon	stepbible
H0507	אֶלֶף	Haeleph	lexicon	stepbible
H0508	אֶלְפַּעַל	Elpaal	lexicon	stepbible
H0509	אָלַץ	urge	lexicon	stepbible
H0510	אַלְקוּם	army	lexicon	stepbible
H0511	אֶלְקָנָה	Elkanah	lexicon	stepbible
H0512	אֶלְקֹשִׁי	Elkoshite	lexicon	stepbible
H0513	אֶלְתּוֹלַד	Eltolad	lexicon	stepbible
H0514	אֶלְתְּקֵא	Eltekeh	lexicon	stepbible
H0515	אֶלְתְּקֹן	Eltekon	lexicon	stepbible
H0516	אַל תַּשְׁחֵת	Do Not Destroy	lexicon	stepbible
H0517	אֵם	mother	lexicon	stepbible
H0518	אִם	if	lexicon	stepbible
H0519	אָמָה	maidservant	lexicon	stepbible
H0520	אַמָּה	cubit	lexicon	stepbible
H0521	אַמָּה	cubit	lexicon	stepbible
H0522	אַמָּה	Ammah	lexicon	stepbible
H0523	אֻמַּה	people	lexicon	stepbible
H0524	אֻמָּה	people	lexicon	stepbible
H0525	אָמוֹן	artisan	lexicon	stepbible
H0526	אָמוֹן	Amon	lexicon	stepbible
H0527	אָמוֹן	multitude	lexicon	stepbible
H0528	אָמוֹן	Amon	lexicon	stepbible
H0529	אֵמוּן	faithful	lexicon	stepbible
H0530	אֱמוּנָה	faithfulness	lexicon	stepbible
H0531	אָמוֹץ	Amoz	lexicon	stepbible
H0532	אָמִי	Ami	lexicon	stepbible
H0533	אַמִּיץ	strong	lexicon	stepbible
H0534	אָמִיר	top	lexicon	stepbible
H0535	אָמַל	weaken	lexicon	stepbible
H0536	אֻמְלַל	weak	lexicon	stepbible
H0537	אֲמֵלָל	weak	lexicon	stepbible
H0538	אֲמָם	Amam	lexicon	stepbible
H0539	אָמַן	be faithful	lexicon	stepbible
H0540	אֲמַן	trust	lexicon	stepbible
H0541	אָמַן	turn right	lexicon	stepbible
H0542	אָמָן	artisan	lexicon	stepbible
H0543	אָמֵן	amen	lexicon	stepbible
H0544	אֹמֶן	faithfulness	lexicon	stepbible
H0545	אׇמְנָה	brought up	lexicon	stepbible
H0546	אׇמְנָה	truly	lexicon	stepbible
H0547	אֹמְנָה	pillar	lexicon	stepbible
H0548	אֲמָנָה	sure	lexicon	stepbible
H0549	אֲמָנָה	Amana	lexicon	stepbible
H0550	אַמְנוֹן	Amnon	lexicon	stepbible
H0551	אׇמְנָם	truly	lexicon	stepbible
H0552	אֻמְנָם	truly	lexicon	stepbible
H0553	אָמַץ	strengthen	lexicon	stepbible
H0554	אָמֹץ	strong	lexicon	stepbible
H0555	אֹמֶץ	strength	lexicon	stepbible
H0556	אַמְצָה	strength	lexicon	stepbible
H0557	אַמְצִי	Amzi	lexicon	stepbible
H0558	אֲמַצְיָה	Amaziah	lexicon	stepbible
H0559	אָמַר	say	lexicon	stepbible
H0560	אֲמַר	say	lexicon	stepbible
H0561	אֵמֶר	word	lexicon	stepbible
H0562	אֹמֶר	word	lexicon	stepbible
H0563	אִמַּר	lamb	lexicon	stepbible
H0564	אִמֵּר	Immer	lexicon	stepbible
H0565	אִמְרָה	word	lexicon	stepbible
H0566	אִמְרִי	Imri	lexicon	stepbible
H0567	אֱמֹרִי	Amorite	lexicon	stepbible
H0568	אֲמַרְיָה	Amariah	lexicon	stepbible
H0569	אַמְרָפֶל	Amraphel	lexicon	stepbible
H0570	אֶמֶשׁ	last night	lexicon	stepbible
H0571	אֶמֶת	truth	lexicon	stepbible
H0572	אַמְתַּחַת	sack	lexicon	stepbible
H0573	אֲמִתַּי	Amittai	lexicon	stepbible
H0574	אֵמְתָּנִי	terrible	lexicon	stepbible
H0575	אָן	where?	lexicon	stepbible
H0576	אֲנָא	me	lexicon	stepbible
H0577	אָנָּא	Please!	lexicon	stepbible
H0578	אָנָה	lament	lexicon	stepbible
H0579	אָנָה	meet	lexicon	stepbible
H0580	אֲנוּ	we	lexicon	stepbible
H0581	אִנּוּן	they	lexicon	stepbible
H0582		human	lexicon	stepbible
H0583	אֱנוֹשׁ	Enosh	lexicon	stepbible
H0584	אָנַח	sigh	lexicon	stepbible
H0585	אֲנָחָה	sighing	lexicon	stepbible
