# dataset=strongs/glosses; lang=eng; source=strongs_gloss(lexicon)+llm_strongs_glosses(llm); license=see resources/strongs/README.md; date=2026-06-20
strong	lemma	gloss	methods	sources
G4041	περιούσιος	special	lexicon	stepbible
G4042	περιοχή	passage	lexicon	stepbible
G4043	περιπατέω	walk	lexicon	stepbible
G4044	περιπείρω	pierce	lexicon	stepbible
G4045	περιπίπτω	fall upon	lexicon	stepbible
G4046	περιποιέω	gain	lexicon	stepbible
G4047	περιποίησις	acquiring	lexicon	stepbible
G4048	περιρήγνυμι	strip off	lexicon	stepbible
G4049	περισπάω	distract	lexicon	stepbible
G4050	περισσεία	excess	lexicon	stepbible
G4051	περίσσευμα	overflow	lexicon	stepbible
G4052	περισσεύω	exceed	lexicon	stepbible
G4053	περισσός	excessive	lexicon	stepbible
G4054		more excessive	lexicon	stepbible
G4055	περισσότερος	more excessive	lexicon	stepbible
G4056	περισσοτέρως	more excessively	lexicon	stepbible
G4057	περισσῶς	excessively	lexicon	stepbible
G4058	περιστερά	dove	lexicon	stepbible
G4059	περιτέμνω	circumcise	lexicon	stepbible
G4060	περιτίθημι	put on	lexicon	stepbible
G4061	περιτομή	circumcision	lexicon	stepbible
G4062	περιτρέπω	drive insane	lexicon	stepbible
G4063	περιτρέχω	run around	lexicon	stepbible
G4064	περιφέρω	carry (around)	lexicon	stepbible
G4065	περιφρονέω	despise	lexicon	stepbible
G4066	περίχωρος	region	lexicon	stepbible
G4067	περίψημα	scum	lexicon	stepbible
G4068	περπερεύομαι	boast	lexicon	stepbible
G4069	Περσίς	Persis	lexicon	stepbible
G4070	πέρυσι	last year	lexicon	stepbible
G4071	πετεινόν	bird	lexicon	stepbible
G4072	πέτομαι	fly	lexicon	stepbible
G4073	πέτρα	rock	lexicon	stepbible
G4074	πέτρος	Peter	lexicon	stepbible
G4075	πετρώδης	rocky	lexicon	stepbible
G4076	πήγανον	rue	lexicon	stepbible
G4077	πηγή	flow	lexicon	stepbible
G4078	πήγνυμι	set up	lexicon	stepbible
G4079	πηδάλιον	rudder	lexicon	stepbible
G4080	πηλίκος	how great	lexicon	stepbible
G4081	πηλός	clay	lexicon	stepbible
G4082	πήρα	bag	lexicon	stepbible
G4083	πῆχυς	cubit	lexicon	stepbible
G4084	πιάζω	arrest	lexicon	stepbible
G4085	πιέζω	press down	lexicon	stepbible
G4086	πιθανολογία	persuasive speech	lexicon	stepbible
G4087	πικραίνω	embitter	lexicon	stepbible
G4088	πικρία	bitterness	lexicon	stepbible
G4089	πικρός	bitter	lexicon	stepbible
G4090	πικρῶς	bitterly	lexicon	stepbible
G4091	Πειλᾶτος	Pilate	lexicon	stepbible
G4092	πίμπρημι	swell up	lexicon	stepbible
G4093	πινακίδιον	little tablet	lexicon	stepbible
G4094	πίναξ	platter	lexicon	stepbible
G4095	πίνω	drink	lexicon	stepbible
G4096	πιότης	richness	lexicon	stepbible
G4097	πιπράσκω	sell	lexicon	stepbible
G4098	πίπτω	collapse	lexicon	stepbible
G4099	Πισιδία	Pisidia	lexicon	stepbible
G4100	πιστεύω	trust (in)	lexicon	stepbible
G4101	πιστικός	pure	lexicon	stepbible
G4102	πίστις	faith	lexicon	stepbible
G4103	πιστός	faithful	lexicon	stepbible
G4104	πιστόω	be convinced	lexicon	stepbible
G4105	πλανάω	lead astray	lexicon	stepbible
G4106	πλάνη	error	lexicon	stepbible
G4107	πλανήτης	wandering	lexicon	stepbible
G4108	πλάνος	deceiving	lexicon	stepbible
G4109	πλάξ	tablet	lexicon	stepbible
G4110	πλάσμα	formed thing	lexicon	stepbible
G4111	πλάσσω	mold	lexicon	stepbible
G4112	πλαστός	made-up	lexicon	stepbible
G4113	πλατεῖα	wide street	lexicon	stepbible
G4114	πλάτος	width	lexicon	stepbible
G4115	πλατύνω	widen	lexicon	stepbible
G4116	πλατύς	street	lexicon	stepbible
G4117	πλεῖον	braided	lexicon	stepbible
G4118	πλειστός	most	lexicon	stepbible
G4119	πλείων	greater	lexicon	stepbible
G4120	πλέκω	weave	lexicon	stepbible
G4121	πλεονάζω	increase	lexicon	stepbible
G4122	πλεονεκτέω	exploit	lexicon	stepbible
G4123	πλεονέκτης	greedy	lexicon	stepbible
G4124	πλεονεξία	greediness	lexicon	stepbible
G4125	πλευρά	side	lexicon	stepbible
G4126	πλέω	sail	lexicon	stepbible
G4127	πληγή	plague	lexicon	stepbible
G4128	πλῆθος	multitude	lexicon	stepbible
G4129	πληθύνω	multiply	lexicon	stepbible
G4130	πλήθω	fill	lexicon	stepbible
G4131	πλήκτης	bully	lexicon	stepbible
G4132	πλήμμυρα	flood	lexicon	stepbible
G4133	πλήν	but	lexicon	stepbible
G4134	πλήρης	full	lexicon	stepbible
G4135	πληροφορέω	fulfill	lexicon	stepbible
G4136	πληροφορία	assurance	lexicon	stepbible
G4137	πληρόω	fulfill	lexicon	stepbible
G4138	πλήρωμα	fulfillment	lexicon	stepbible
G4139	πλησίον	near	lexicon	stepbible
G4140	πλησμονή	gratification	lexicon	stepbible
G4141	πλήσσω	strike	lexicon	stepbible
G4142	πλοιάριον	small boat	lexicon	stepbible
G4143	πλοῖον	boat	lexicon	stepbible
G4144	πλοῦς	voyage	lexicon	stepbible
G4145	πλούσιος	rich	lexicon	stepbible
G4146	πλουσίως	richly	lexicon	stepbible
G4147	πλουτέω	be rich	lexicon	stepbible
G4148	πλουτίζω	enrich	lexicon	stepbible
G4149	πλοῦτος	riches	lexicon	stepbible
G4150	πλύνω	wash	lexicon	stepbible
G4151	πνεῦμα	spirit	lexicon	stepbible
G4152	πνευματικός	spiritual	lexicon	stepbible
G4153	πνευματικῶς	spiritually	lexicon	stepbible
G4154	πνέω	blow	lexicon	stepbible
G4155	πνίγω	choke	lexicon	stepbible
G4156	πνικτός	strangled	lexicon	stepbible
G4157	πνοή	wind	lexicon	stepbible
G4158	ποδήρης	floorlength	lexicon	stepbible
G4159	πόθεν	whence	lexicon	stepbible
G4160	ποιέω	do	lexicon	stepbible
G4161	ποίημα	workmanship	lexicon	stepbible
G4162	ποίησις	he did	lexicon	stepbible
G4163	ποιητής	doer	lexicon	stepbible
G4164	ποικίλος	various	lexicon	stepbible
G4165	ποιμαίνω	shepherd	lexicon	stepbible
G4166	ποιμήν	shepherd	lexicon	stepbible
G4167	ποίμνη	flock	lexicon	stepbible
G4168	ποίμνιον	flock	lexicon	stepbible
G4169	ποῖος	what?	lexicon	stepbible
G4170	πολεμέω	fight	lexicon	stepbible
G4171	πόλεμος	war	lexicon	stepbible
G4172	πόλις	city	lexicon	stepbible
G4173	πολιτάρχης	city authority	lexicon	stepbible
G4174	πολιτεία	citizenship	lexicon	stepbible
G4175	πολίτευμα	citizenship	lexicon	stepbible
G4176	πολιτεύω	be a citizen	lexicon	stepbible
G4177	πολλά	citizen	lexicon	stepbible
G4178	πολλάκις	often	lexicon	stepbible
G4179	πολλαπλασίονα	many times more	lexicon	stepbible
G4180	πολυλογία	wordiness	lexicon	stepbible
G4181	πολυμερῶς	little by little	lexicon	stepbible
G4182	πολυποίκιλος	manifold	lexicon	stepbible
G4183	πολλός	much	lexicon	stepbible
G4184	πολύσπλαγχνος	very compassionate	lexicon	stepbible
G4185	πολυτελής	valuable	lexicon	stepbible
G4186	πολύτιμος	valuable	lexicon	stepbible
G4187	πολυτρόπως	in many ways	lexicon	stepbible
G4188	πόμα	drink	lexicon	stepbible
G4189	πονηρία	evil	lexicon	stepbible
G4190	πονηρός	evil	lexicon	stepbible
G4191	πονηρότερος	more evil	lexicon	stepbible
G4192	πόνος	travail	lexicon	stepbible
G4193	Ποντικός	of Pontus	lexicon	stepbible
G4194	Πόντιος	Pontius	lexicon	stepbible
G4195	Πόντος	Pontus	lexicon	stepbible
G4196	Πόπλιος	Publius	lexicon	stepbible
G4197	πορεία	journey	lexicon	stepbible
G4198	πορεύω	travel	lexicon	stepbible
G4199	πορθέω	lay waste	lexicon	stepbible
G4200	πορισμός	gain	lexicon	stepbible
G4201	Πόρκιος	Porcius	lexicon	stepbible
G4202	πορνεία	sexual sin	lexicon	stepbible
G4203	πορνεύω	sin sexually	lexicon	stepbible
G4204	πόρνη	prostitute	lexicon	stepbible
G4205	πόρνος	sexual sinner	lexicon	stepbible
G4206	πόρρω	far (away)	lexicon	stepbible
G4207	πόρρωθεν	afar off	lexicon	stepbible
G4208	πορρώτερον	farther	lexicon	stepbible
G4209	πορφύρα	purple cloth	lexicon	stepbible
G4210	πορφυροῦς	purple	lexicon	stepbible
G4211	πορφυρόπωλις	dealer in purple	lexicon	stepbible
G4212	ποσάκις	how often!	lexicon	stepbible
G4213	πόσις	drink	lexicon	stepbible
G4214	πόσος	how much	lexicon	stepbible
G4215	ποταμός	river	lexicon	stepbible
G4216	ποταμοφόρητος	flooded	lexicon	stepbible
G4217	ποταπός	of what kind?	lexicon	stepbible
G4218	ποτέ	once	lexicon	stepbible
G4219	πότε	when?	lexicon	stepbible
G4220	πότερον	whether	lexicon	stepbible
G4221	ποτήριον	cup	lexicon	stepbible
G4222	ποτίζω	water	lexicon	stepbible
G4223	Ποτίολοι	Puteoli	lexicon	stepbible
G4224	πότος	carousing	lexicon	stepbible
G4225	πού	somewhere	lexicon	stepbible
G4226	ποῦ	where?	lexicon	stepbible
G4227	Πούδης	Pudens	lexicon	stepbible
G4228	πούς	foot	lexicon	stepbible
G4229	πρᾶγμα	thing	lexicon	stepbible
G4230	πραγματία	affairs	lexicon	stepbible
G4231	πραγματεύομαι	trade	lexicon	stepbible
G4232	πραιτώριον	praetorium	lexicon	stepbible
G4233	πράκτωρ	bailiff	lexicon	stepbible
G4234	πρᾶξις	action	lexicon	stepbible
G4235		gentle	lexicon	stepbible
G4236		gentleness	lexicon	stepbible
G4237	πρασιά	group	lexicon	stepbible
G4238	πράσσω	do	lexicon	stepbible
G4239	πραΰς	gentle	lexicon	stepbible
G4240	πραΰτης	gentleness	lexicon	stepbible
G4241	πρέπω	be proper	lexicon	stepbible
G4242	πρεσβεία	delegation	lexicon	stepbible
G4243	πρεσβεύω	be ambassador	lexicon	stepbible
G4244	πρεσβυτέριον	council of elders	lexicon	stepbible
G4245	πρεσβύτερος	elder	lexicon	stepbible
G4246	πρεσβύτης	old man	lexicon	stepbible
G4247	πρεσβῦτις	old woman	lexicon	stepbible
G4248	πρηνής	headlong	lexicon	stepbible
G4249	πρίζω	saw (in two)	lexicon	stepbible
G4250	πρίν	before	lexicon	stepbible
G4251	Πρίσκα	Prisca	lexicon	stepbible
G4252	Πρίσκιλλα	Priscilla	lexicon	stepbible
G4253	πρό	before	lexicon	stepbible
G4254	προάγω	go	lexicon	stepbible
G4255	προαιρέω	predetermine	lexicon	stepbible
G4256	προαιτιάομαι	accuse	lexicon	stepbible
G4257	προακούω	hear beforehand	lexicon	stepbible
G4258	προαμαρτάνω	sin beforehand	lexicon	stepbible
G4259	προαύλιον	entryway	lexicon	stepbible
G4260	προβαίνω	advance	lexicon	stepbible
G4261	προβάλλω	put forth	lexicon	stepbible
G4262	προβάτιον	Sheep Gate	lexicon	stepbible
G4263	πρόβατον	sheep	lexicon	stepbible
G4264	προβιβάζω	prompt	lexicon	stepbible
G4265	προβλέπω	foresee	lexicon	stepbible
G4266	προγίνομαι	do beforehand	lexicon	stepbible
G4267	προγινώσκω	know	lexicon	stepbible
G4268	πρόγνωσις	foreknowledge	lexicon	stepbible
G4269	πρόγονος	parent	lexicon	stepbible
G4270	προγράφω	write	lexicon	stepbible
G4271	πρόδηλος	obvious	lexicon	stepbible
G4272	προδίδωμι	give in advance	lexicon	stepbible
G4273	προδότης	traitor	lexicon	stepbible
G4274	πρόδρομος	forerunner	lexicon	stepbible
G4275		foresee	lexicon	stepbible
G4276	προελπίζω	hope beforehand	lexicon	stepbible
G4277		predict	lexicon	stepbible
G4278	προενάρχομαι	begin beforehand	lexicon	stepbible
G4279	προεπαγγέλλω	promise	lexicon	stepbible
G4280		predict	lexicon	stepbible
G4281	προέρχομαι	go before	lexicon	stepbible
G4282	προετοιμάζω	prepare	lexicon	stepbible
G4283	προευαγγελίζομαι	speak good news	lexicon	stepbible
G4284	προέχω	excel	lexicon	stepbible
G4285	προηγέομαι	prefer	lexicon	stepbible
G4286	πρόθεσις	purpose	lexicon	stepbible
G4287	προθεσμία	set time	lexicon	stepbible
G4288	προθυμία	eagerness	lexicon	stepbible
G4289	πρόθυμος	eager	lexicon	stepbible
G4290	προθύμως	eagerly	lexicon	stepbible
G4291	προΐστημι	set before	lexicon	stepbible
G4292	προκαλέω	provoke	lexicon	stepbible
G4293	προκαταγγέλλω	foretell	lexicon	stepbible
G4294	προκαταρτίζω	arrange	lexicon	stepbible
G4295	πρόκειμαι	set before	lexicon	stepbible
G4296	προκηρύσσω	announce	lexicon	stepbible
G4297	προκοπή	progress	lexicon	stepbible
G4298	προκόπτω	advance	lexicon	stepbible
G4299	πρόκριμα	prejudice	lexicon	stepbible
G4300	προκυρόω	establish	lexicon	stepbible
G4301	προλαμβάνω	take beforehand	lexicon	stepbible
G4302	προλέγω	foretell	lexicon	stepbible
G4303	προμαρτύρομαι	predict	lexicon	stepbible
G4304	προμελετάω	premeditate	lexicon	stepbible
G4305	προμεριμνάω	worry beforehand	lexicon	stepbible
G4306	προνοέω	care for	lexicon	stepbible
G4307	πρόνοια	foresight	lexicon	stepbible
G4308	προοράω	foresee	lexicon	stepbible
G4309	προορίζω	predestine	lexicon	stepbible
G4310	προπάσχω	suffer before	lexicon	stepbible
G4311	προπέμπω	help on the way	lexicon	stepbible
G4312	προπετής	reckless	lexicon	stepbible
G4313	προπορεύομαι	go before	lexicon	stepbible
G4314	πρός	to	lexicon	stepbible
G4315	προσάββατον	Friday	lexicon	stepbible
G4316	προσαγορεύω	designate	lexicon	stepbible
G4317	προσάγω	bring near	lexicon	stepbible
G4318	προσαγωγή	access	lexicon	stepbible
G4319	προσαίτης	beg	lexicon	stepbible
G4320	προσαναβαίνω	go up	lexicon	stepbible
G4321	προσαναλόω	expend	lexicon	stepbible
G4322	προσαναπληρόω	supply	lexicon	stepbible
G4323	προσανατίθημι	confer	lexicon	stepbible
G4324	προσαπειλέω	threaten further	lexicon	stepbible
G4325	προσδαπανάω	spend extra	lexicon	stepbible
G4326	προσδέομαι	need	lexicon	stepbible
G4327	προσδέχομαι	wait for	lexicon	stepbible
G4328	προσδοκάω	look for	lexicon	stepbible
G4329	προσδοκία	expectation	lexicon	stepbible
G4330	προσεάω	permit	lexicon	stepbible
G4331		approach	lexicon	stepbible
G4332		sit near	lexicon	stepbible
G4333	προσεργάζομαι	earn more	lexicon	stepbible
G4334	προσέρχομαι	come near	lexicon	stepbible
G4335	προσευχή	prayer	lexicon	stepbible
G4336	προσεύχομαι	pray	lexicon	stepbible
G4337	προσέχω	watch out	lexicon	stepbible
G4338	προσηλόω	nail	lexicon	stepbible
G4339	προσήλυτος	proselyte	lexicon	stepbible
G4340	πρόσκαιρος	temporary	lexicon	stepbible
G4341	προσκαλέω	call to	lexicon	stepbible
G4342	προσκαρτερέω	continue in	lexicon	stepbible
G4343	προσκαρτέρησις	perseverance	lexicon	stepbible
G4344	προσκεφάλαιον	cushion	lexicon	stepbible
G4345	προσκλίνω	join	lexicon	stepbible
G4346	πρόσκλισις	partiality	lexicon	stepbible
G4347	προσκολλάω	join	lexicon	stepbible
G4348	πρόσκομμα	stumbling block	lexicon	stepbible
G4349	προσκοπή	stumbling	lexicon	stepbible
G4350	προσκόπτω	strike	lexicon	stepbible
G4351	προσκυλίω	roll before	lexicon	stepbible
G4352	προσκυνέω	worship	lexicon	stepbible
G4353	προσκυνητής	worshiper	lexicon	stepbible
G4354	προσλαλέω	talk to	lexicon	stepbible
G4355	προσλαμβάνω	take	lexicon	stepbible
G4356	πρόσλημψις	acceptance	lexicon	stepbible
G4357	προσμένω	remain	lexicon	stepbible
G4358	προσορμίζω	moor	lexicon	stepbible
G4359	προσοφείλω	owe besides	lexicon	stepbible
G4360	προσοχθίζω	be angry	lexicon	stepbible
G4361	πρόσπεινος	very hungry	lexicon	stepbible
G4362	προσπήγνυμι	nail to	lexicon	stepbible
G4363	προσπίπτω	fall	lexicon	stepbible
G4364	προσποιέω	pretend	lexicon	stepbible
G4365	προσπορεύομαι	approach	lexicon	stepbible
G4366	προσρήσσω	strike	lexicon	stepbible
G4367	προστάσσω	order	lexicon	stepbible
G4368	προστάτις	patroness	lexicon	stepbible
G4369	προστίθημι	add (to)	lexicon	stepbible
G4370	προστρέχω	hasten	lexicon	stepbible
G4371	προσφάγιον	fish	lexicon	stepbible
G4372	πρόσφατος	new	lexicon	stepbible
G4373	προσφάτως	recently	lexicon	stepbible
G4374	προσφέρω	bring to	lexicon	stepbible
G4375	προσφιλής	lovely	lexicon	stepbible
G4376	προσφορά	offering	lexicon	stepbible
G4377	προσφωνέω	call to	lexicon	stepbible
G4378	πρόσχυσις	sprinkling	lexicon	stepbible
G4379	προσψαύω	touch	lexicon	stepbible
G4380	προσωπολημπτέω	favor	lexicon	stepbible
G4381	προσωπολήμπτης	prejudiced person	lexicon	stepbible
G4382	προσωπολημψία	favoritism	lexicon	stepbible
G4383	πρόσωπον	face	lexicon	stepbible
G4384		predetermine	lexicon	stepbible
G4385	προτείνω	stretch out	lexicon	stepbible
G4386	πρότερον	previously	lexicon	stepbible
G4387	πρότερος	before	lexicon	stepbible
G4388	προτίθημι	plan	lexicon	stepbible
G4389	προτρέπω	encourage	lexicon	stepbible
G4390	προτρέχω	outrun	lexicon	stepbible
G4391	προϋπάρχω	be formerly	lexicon	stepbible
G4392	πρόφασις	pretense	lexicon	stepbible
G4393	προφέρω	bring out	lexicon	stepbible
G4394	προφητεία	prophecy	lexicon	stepbible
G4395	προφητεύω	prophesy	lexicon	stepbible
G4396	προφήτης	prophet	lexicon	stepbible
G4397	προφητικός	prophetic	lexicon	stepbible
G4398	προφῆτις	prophetess	lexicon	stepbible
G4399	προφθάνω	come before	lexicon	stepbible
G4400	προχειρίζω	appoint	lexicon	stepbible
G4401	προχειροτονέω	choose	lexicon	stepbible
G4402	Πρόχορος	Prochorus	lexicon	stepbible
G4403	πρύμνα	stern	lexicon	stepbible
G4404	πρωΐ	early	lexicon	stepbible
G4405	πρωΐα	early morning	lexicon	stepbible
G4406	πρόϊμος	early rain	lexicon	stepbible
G4407	πρωϊνός	morning	lexicon	stepbible
G4408	πρῷρα	bow	lexicon	stepbible
G4409	πρωτεύω	be first	lexicon	stepbible
G4410	πρωτοκαθεδρία	seat of honor	lexicon	stepbible
G4411	πρωτοκλισία	place of honor	lexicon	stepbible
G4412	πρῶτον	first	lexicon	stepbible
G4413	πρῶτος	first	lexicon	stepbible
G4414	πρωτοστάτης	ringleader	lexicon	stepbible
